,speaker,minute,text,topic,label,prob,sentiment
1247,Donald Trump,14:41,And we haven’t destroyed our industries.,3_emissions_environmental_fracking_climate,3,0.14573361,approval
1248,Kristen Welker,14:44,"Vice President Biden, two minutes to you uninterrupted.",1_biden_vicepresident_vice_president,13,0.19007744,optimism
1249,Kristen Welker,14:44,"Vice President Biden, two minutes to you uninterrupted.",1_biden_vicepresident_vice_president,7,0.15969075,disapproval
1250,Kristen Welker,14:44,"Vice President Biden, two minutes to you uninterrupted.",1_biden_vicepresident_vice_president,3,0.10864656,approval
1251,Joe Biden,14:47,"Climate change, global warming is an existential threat to humanity. We have a moral obligation to deal with it. And we’re told by all the leading scientists in the world we don’t have much time, we’re going to pass the point of no return within the next 8 to 10 years. Four more years of this man eliminating all the regulations that were put in by us to clean up the climate, to clean up… To limit the emissions, will put us in a position where we’re going to be in real trouble. Here’s where we have a great opportunity. I was able to get both all the environmental organizations as well as the labor, the people worried about jobs, to support my climate plan.",3_emissions_environmental_fracking_climate,14,0.2300806,realization
1252,Joe Biden,14:47,"Climate change, global warming is an existential threat to humanity. We have a moral obligation to deal with it. And we’re told by all the leading scientists in the world we don’t have much time, we’re going to pass the point of no return within the next 8 to 10 years. Four more years of this man eliminating all the regulations that were put in by us to clean up the climate, to clean up… To limit the emissions, will put us in a position where we’re going to be in real trouble. Here’s where we have a great opportunity. I was able to get both all the environmental organizations as well as the labor, the people worried about jobs, to support my climate plan.",3_emissions_environmental_fracking_climate,9,0.13700359,fear
1253,Joe Biden,14:47,"Climate change, global warming is an existential threat to humanity. We have a moral obligation to deal with it. And we’re told by all the leading scientists in the world we don’t have much time, we’re going to pass the point of no return within the next 8 to 10 years. Four more years of this man eliminating all the regulations that were put in by us to clean up the climate, to clean up… To limit the emissions, will put us in a position where we’re going to be in real trouble. Here’s where we have a great opportunity. I was able to get both all the environmental organizations as well as the labor, the people worried about jobs, to support my climate plan.",3_emissions_environmental_fracking_climate,15,0.08669897,sadness
1254,Joe Biden,15:32,"Because what it does, it will create millions of new good paying jobs, we’re going to invest in, for example, 500,000… Excuse me, 50,000 charging stations on our highways so that we can own the electric car market of the future. In the meantime, China is doing that. We’re going to be in a position where we’re going to see to it that we’re going to take 4 million existing buildings and 2 million existing homes and retrofit them so they don’t leak as much energy, saving hundreds of millions of barrels of…",3_emissions_environmental_fracking_climate,14,0.403667,realization
1255,Joe Biden,15:32,"Because what it does, it will create millions of new good paying jobs, we’re going to invest in, for example, 500,000… Excuse me, 50,000 charging stations on our highways so that we can own the electric car market of the future. In the meantime, China is doing that. We’re going to be in a position where we’re going to see to it that we’re going to take 4 million existing buildings and 2 million existing homes and retrofit them so they don’t leak as much energy, saving hundreds of millions of barrels of…",3_emissions_environmental_fracking_climate,3,0.16729091,approval
1256,Joe Biden,15:32,"Because what it does, it will create millions of new good paying jobs, we’re going to invest in, for example, 500,000… Excuse me, 50,000 charging stations on our highways so that we can own the electric car market of the future. In the meantime, China is doing that. We’re going to be in a position where we’re going to see to it that we’re going to take 4 million existing buildings and 2 million existing homes and retrofit them so they don’t leak as much energy, saving hundreds of millions of barrels of…",3_emissions_environmental_fracking_climate,15,0.09069933,sadness
1257,Joe Biden,16:03,"So they don’t leak as much energy saving hundreds of millions of barrels of oil in the process and creating significant number of jobs. By the way, the whole idea of what this is all going to do, it’s going to create millions of jobs and it’s going to clean the environment. Our health and our jobs are at stake. That’s what’s happening and what right now, by the way, Wall Street firms indicated that my plan, my plan will in fact, create 18.6 million jobs, 7 million more than his. This is from Wall Street and I’ll create $1 trillion more in economic growth than his proposal does. Not on climate, just on economy.",3_emissions_environmental_fracking_climate,14,0.26621163,realization
1258,Joe Biden,16:03,"So they don’t leak as much energy saving hundreds of millions of barrels of oil in the process and creating significant number of jobs. By the way, the whole idea of what this is all going to do, it’s going to create millions of jobs and it’s going to clean the environment. Our health and our jobs are at stake. That’s what’s happening and what right now, by the way, Wall Street firms indicated that my plan, my plan will in fact, create 18.6 million jobs, 7 million more than his. This is from Wall Street and I’ll create $1 trillion more in economic growth than his proposal does. Not on climate, just on economy.",3_emissions_environmental_fracking_climate,3,0.1964575,approval
1259,Joe Biden,16:03,"So they don’t leak as much energy saving hundreds of millions of barrels of oil in the process and creating significant number of jobs. By the way, the whole idea of what this is all going to do, it’s going to create millions of jobs and it’s going to clean the environment. Our health and our jobs are at stake. That’s what’s happening and what right now, by the way, Wall Street firms indicated that my plan, my plan will in fact, create 18.6 million jobs, 7 million more than his. This is from Wall Street and I’ll create $1 trillion more in economic growth than his proposal does. Not on climate, just on economy.",3_emissions_environmental_fracking_climate,15,0.13266668,sadness
1260,Kristen Welker,16:41,"President Trump, your response.",8_trump_president_bernie_nobody,13,0.30613405,optimism
1261,Kristen Welker,16:41,"President Trump, your response.",8_trump_president_bernie_nobody,3,0.1913518,approval
1262,Kristen Welker,16:41,"President Trump, your response.",8_trump_president_bernie_nobody,0,0.10102862,admiration
1263,Donald Trump,16:42,"They came out and said very strongly $6,500 will be taken away from families under his plan, that his plan is an economic disaster. If you look at what he wants to do, if you look at his plan, his-",-1_immigration_trump_cages_president,6,0.14971317,disappointment
1264,Donald Trump,16:42,"They came out and said very strongly $6,500 will be taken away from families under his plan, that his plan is an economic disaster. If you look at what he wants to do, if you look at his plan, his-",-1_immigration_trump_cages_president,16,0.14690185,surprise
1265,Donald Trump,16:42,"They came out and said very strongly $6,500 will be taken away from families under his plan, that his plan is an economic disaster. If you look at what he wants to do, if you look at his plan, his-",-1_immigration_trump_cages_president,7,0.11384496,disapproval
1266,Joe Biden,16:56,[crosstalk 00:16:56].,10_crosstalk_001104_001130_wall,13,0.51840985,optimism
